epoch,accuracy,loss,val_accuracy,val_loss
0,0.78409094,0.7178243657675656,0.8985656,0.3811098451985688
1,0.9265909,0.30843632413582367,0.9467213,0.25256562831460455
2,0.94852275,0.2308028295500712,0.94262296,0.22186788989872228
3,0.955,0.19618965712460604,0.9528689,0.21443979234480467
4,0.95511365,0.19383152821524577,0.9528689,0.17993127328694844
5,0.9655682,0.1558604552800005,0.960041,0.1615429743513709
6,0.9628409,0.16154306061565876,0.9446721,0.19975362589857618
7,0.96,0.16828945747153326,0.9446721,0.2065153134773012
8,0.9584091,0.16413696963678706,0.95696723,0.17323500235549738
9,0.9521591,0.17880999852987853,0.94979507,0.1773424080771501
10,0.9606818,0.15301829108460382,0.9579918,0.1554501797454279
11,0.9613636,0.1481919463385235,0.9508197,0.1757463205178253
12,0.9625,0.14365153417668558,0.9518443,0.17405670869057296
13,0.9613636,0.14598026886243712,0.94877046,0.20050767986256568
14,0.9644318,0.13418790205297146,0.95594263,0.15405833232598226
15,0.9681818,0.13342630524188281,0.9538934,0.1596031253088693
16,0.9695455,0.12416880586946552,0.9538934,0.19564693726477075
17,0.96079546,0.14063373430886053,0.9538934,0.1667465222541426
18,0.96920455,0.11845005606047132,0.9508197,0.16686446970847787
19,0.9678409,0.1266961177269166,0.920082,0.24479188192941126
20,0.9681818,0.1176971012590961,0.954918,0.1734471243241283
21,0.96909094,0.12026203718375075,0.95594263,0.16768029188645667
22,0.96840906,0.1196790345792066,0.94262296,0.194513024976019
23,0.9729546,0.11076247730377045,0.9610656,0.15622835939169907
24,0.9785227,0.0884311399676583,0.96618855,0.1465000199673117
25,0.97625,0.09460553632202473,0.95696723,0.1681334943067832
26,0.97318184,0.10413749601691961,0.95594263,0.16387410727558566
27,0.97886366,0.08534128885038875,0.9456967,0.19522878872688676
28,0.96863633,0.12068561584434725,0.94877046,0.16979287195278972
29,0.9760227,0.09475715343925085,0.9518443,0.17787146617154606
