epoch,accuracy,loss,val_accuracy,val_loss
0,0.61147726,1.0789841286160728,0.789959,0.6564076205746072
1,0.81511366,0.5701624431935224,0.83811474,0.557357881401406
2,0.84568185,0.48040777779438276,0.8831967,0.38754721376739565
3,0.87625,0.3901732999221845,0.87807375,0.37984697435234416
4,0.88034093,0.3695986012301662,0.892418,0.3281085936993849
5,0.8847727,0.3588332515954971,0.88114756,0.35640315894709257
6,0.89261365,0.3279634709588506,0.8954918,0.3133198163914876
7,0.89511365,0.3211765159260143,0.88114756,0.3602119369096443
8,0.8914773,0.32296586176211184,0.8760246,0.3644631338901207
9,0.8964773,0.30778809976848687,0.90368855,0.28717654228943296
10,0.9025,0.29476165861568665,0.8965164,0.28456289107437993
11,0.8978409,0.30469890763136476,0.9067623,0.28980046327485415
12,0.9130682,0.2715659207444299,0.91188526,0.25989832032899385
13,0.91159093,0.26755725644528866,0.8893443,0.349078616341118
14,0.9176136,0.24964051207019525,0.9211066,0.23138945897827384
15,0.9193182,0.2439786903627894,0.9047131,0.2697447269055687
16,0.925,0.2295625638352199,0.93442625,0.21094737092002494
17,0.92829543,0.22283654603429817,0.9272541,0.2146471620338862
18,0.9318182,0.21122409668497064,0.9077869,0.25273560158541947
19,0.92806816,0.2239685404808684,0.9282787,0.22328857674461897
20,0.93295455,0.2065963028371334,0.9293033,0.22039730230071505
21,0.9344318,0.20370338174091143,0.94262296,0.18826957022557494
22,0.93647724,0.20159164414487102,0.93340164,0.19984994614954854
23,0.9359091,0.19525737794285472,0.93442625,0.22107618146377508
24,0.9315909,0.20963984930718488,0.9395492,0.18114618413516734
25,0.9318182,0.20683314586566254,0.9231557,0.24828558967860995
26,0.935,0.19860264284028248,0.92622954,0.23694375361941877
27,0.94693184,0.17341299577870153,0.94057375,0.18721720264827618
28,0.9530682,0.15703081629831683,0.9385246,0.19349525438346823
29,0.9459091,0.16914072032001887,0.93340164,0.21649925331356096
