epoch,accuracy,loss,val_accuracy,val_loss
0,0.75454545,0.7397186342152682,0.8965164,0.3521368942055546
1,0.91738635,0.303761808398095,0.92520493,0.27020945974060745
2,0.92886364,0.266834348060868,0.9293033,0.24652424393618694
3,0.9356818,0.23681951320984146,0.91905737,0.27626457602762783
4,0.9372727,0.22294517189264298,0.94364756,0.2072341007287385
5,0.95329547,0.1837720420617949,0.9477459,0.18305554479116298
6,0.96,0.16338765758005055,0.954918,0.1634538115658721
7,0.95863634,0.15639918606728315,0.9508197,0.1760025495266328
8,0.9478409,0.18449908286333083,0.93442625,0.22585957350789523
9,0.9506818,0.16982555663043802,0.94057375,0.1918999963119382
10,0.9490909,0.1747725363075733,0.94057375,0.17866016063289564
11,0.95443183,0.16475333596495065,0.94057375,0.17645509055525552
12,0.9578409,0.15368463041768832,0.94262296,0.17284604482597016
13,0.9546591,0.16047570474784484,0.95594263,0.16977356020055834
14,0.96125,0.1409063337472352,0.9538934,0.15570698272375788
15,0.9606818,0.1446374686807394,0.954918,0.16309350530510067
16,0.95931816,0.1444788180359385,0.9385246,0.18248331406321683
17,0.95454544,0.15888134259730577,0.94979507,0.16154035177753598
18,0.95443183,0.15662207808006892,0.9518443,0.1713052932783717
19,0.9503409,0.16464959502220153,0.94979507,0.15296968747479994
20,0.9571591,0.14863148492168296,0.9579918,0.15277121958063275
21,0.9647727,0.12831433269787917,0.954918,0.1530262972304567
22,0.96772724,0.11807274591855027,0.96413934,0.139366017440792
23,0.96829545,0.116253721175546,0.954918,0.15237579299289672
24,0.965,0.12286692934618755,0.9590164,0.1460484862938279
25,0.96681815,0.11906845573674549,0.9467213,0.183788196809712
26,0.96204543,0.13525401756506075,0.94364756,0.1917105721096035
27,0.97,0.11383293081752278,0.9518443,0.16394239764843807
28,0.96204543,0.1314966505020857,0.9579918,0.15868587052968683
29,0.9679545,0.11946062675592574,0.9579918,0.13418095296279328
