epoch,accuracy,loss,val_accuracy,val_loss
0,0.77272725,0.7256279431418939,0.90368855,0.3702185053805836
1,0.9294318,0.3008629078350284,0.920082,0.28379133868901457
2,0.9440909,0.24066670020872896,0.9446721,0.24504907563573025
3,0.9572727,0.1915115876969966,0.954918,0.20498538774545075
4,0.9621591,0.17131949079307643,0.94877046,0.18289692760979542
5,0.9655682,0.1525736572999846,0.96311474,0.15453685343754095
6,0.9654545,0.1539754696393555,0.9528689,0.1951899097957572
7,0.9695455,0.1429067615758289,0.9610656,0.16646259717765402
8,0.97238636,0.12150410774079236,0.9385246,0.24590761519846369
9,0.97818184,0.10596773300658573,0.9590164,0.1636839624127892
10,0.97147727,0.11721355282108892,0.96618855,0.14603298688765431
11,0.9769318,0.10665494664826176,0.9518443,0.1765666365257052
12,0.97375,0.11047484669495712,0.96311474,0.14692161540638227
13,0.9720455,0.11203009431335059,0.97131145,0.12960885327736862
14,0.9802273,0.0906081235781312,0.96618855,0.13005252582494353
15,0.9784091,0.09663324207406153,0.96209013,0.139999427359368
16,0.97477275,0.10106797750361941,0.9672131,0.13442865050718433
17,0.9711364,0.1143670100515539,0.9610656,0.16605936198449525
18,0.9646591,0.1361246920749545,0.960041,0.1392655169255421
19,0.9689773,0.11997223110361532,0.96209013,0.15211380325013496
20,0.9727273,0.10603315255520018,0.9518443,0.17311367016957432
21,0.96352273,0.12925943255085837,0.94262296,0.18807163822357773
22,0.96875,0.11634897693314336,0.94159836,0.20714419561087108
23,0.97420454,0.10337403303181583,0.96311474,0.140879538093434
24,0.97488636,0.10235276785763828,0.9518443,0.17408174389332046
25,0.97,0.11173135337504474,0.95594263,0.1422195412279641
26,0.9770455,0.0917719346860593,0.9682377,0.12353146625835387
27,0.9760227,0.08966694809835066,0.96311474,0.14762165702757288
28,0.9805682,0.07941259871152315,0.95594263,0.15950003577793231
29,0.9784091,0.08551072036339478,0.94979507,0.18544108643517143
