epoch,accuracy,loss,val_accuracy,val_loss
0,0.71090907,0.8535325607657432,0.8842213,0.37092105213735926
1,0.9161364,0.32430628853765403,0.9385246,0.26132694607386825
2,0.93488634,0.25635463935407726,0.92520493,0.2769523335040593
3,0.9397727,0.23749287629669363,0.9303279,0.23826475783449705
4,0.9332954,0.23874431824819609,0.94262296,0.2151317797967645
5,0.93738633,0.22826302350922065,0.9159836,0.28876285859551587
6,0.92579544,0.2521243086050857,0.9364754,0.23322880549020455
7,0.9318182,0.23127299654212866,0.9508197,0.19684018194675446
8,0.9382955,0.2121027507903901,0.9354508,0.2185312336096998
9,0.9490909,0.18533975733952088,0.9456967,0.1885466142023196
10,0.94375,0.1893764857168902,0.94057375,0.19981907842467067
11,0.9481818,0.17615865228528327,0.94979507,0.17174559446876167
12,0.9573864,0.14857442256401884,0.95696723,0.16628425299632746
13,0.95375,0.15716143139722671,0.94057375,0.1960040925711882
14,0.9423864,0.18950343782928858,0.92622954,0.23372695839307348
15,0.9465909,0.17740454760464755,0.9528689,0.16755134719194936
16,0.9565909,0.15418497658927333,0.9518443,0.15406604309673191
17,0.9488636,0.17413495827127587,0.9467213,0.1617132012472778
18,0.95431817,0.15670817068015988,0.9538934,0.15853968775663219
19,0.9645454,0.12812438613989136,0.95594263,0.1535040363058692
20,0.9645454,0.121568539457565,0.9672131,0.1534280623385652
21,0.96613634,0.12005581416866996,0.9518443,0.15231757024761106
22,0.96840906,0.11502184686674313,0.95696723,0.17178214396365354
23,0.9613636,0.13666889435865662,0.9477459,0.18311792117406112
24,0.9619318,0.1360974918542938,0.9528689,0.16273309030860175
25,0.9597727,0.14050389443270184,0.9508197,0.17602432381789215
26,0.96170455,0.13001334500245074,0.9518443,0.16486169807002193
27,0.9615909,0.13222506921399724,0.94979507,0.1614251112351652
28,0.9646591,0.11586714829572223,0.9579918,0.15016217917570326
29,0.9655682,0.1213999398730018,0.96311474,0.15310960372940438
