epoch,accuracy,loss,val_accuracy,val_loss
0,0.5906818,1.173982987783172,0.7038934,0.8570843050714398
1,0.76613635,0.72764004138383,0.79303277,0.646768477607946
2,0.83261365,0.5537030645934018,0.8432377,0.5105347274268259
3,0.84988636,0.5089692204513333,0.83094263,0.553862033320255
4,0.85079545,0.48934397293762727,0.83094263,0.5089902329396029
5,0.85068184,0.47917636096477506,0.83811474,0.49929490404539423
6,0.86329544,0.4435636627538638,0.85040987,0.4752728746074145
7,0.8756818,0.40669512675567104,0.857582,0.46733949638781
8,0.865,0.4277232732827013,0.857582,0.4575531968816382
9,0.8728409,0.4001407304541631,0.88012296,0.40442289033385576
10,0.8840909,0.3756305304711515,0.88729507,0.35462590136000366
11,0.87602276,0.3920473818074573,0.82479507,0.49773757697128856
12,0.8628409,0.4201875198158351,0.8514344,0.43239987751499553
13,0.8789773,0.38470193563537164,0.84938526,0.4215071994017382
14,0.8831818,0.3688261174816977,0.8432377,0.4510063444737528
15,0.88261366,0.36747329446402466,0.84733605,0.4630138494196485
16,0.8848864,0.36159171377393334,0.83913934,0.45864535452889615
17,0.88193184,0.37449153740297664,0.852459,0.47058876591627713
18,0.88045454,0.36316776323724875,0.85040987,0.4624070986861088
19,0.8772727,0.37754455676810306,0.84938526,0.4451457963126605
20,0.89352274,0.3310247716510838,0.84938526,0.47005579938165476
21,0.8865909,0.34586588932031936,0.84836066,0.4491250930873097
22,0.8988636,0.3245998212356459,0.85040987,0.4543043877624097
23,0.9004545,0.3064020114527507,0.8606557,0.4333851331325828
24,0.8994318,0.3135754698244008,0.84118855,0.4542828959519746
25,0.89988637,0.31319392625581133,0.8586066,0.43272151883508336
26,0.9044318,0.3022362315383824,0.8616803,0.43347258890261414
27,0.9030682,0.29449881017885426,0.8760246,0.42050636883397574
28,0.9095455,0.2830880275300958,0.8534836,0.45060061510713373
29,0.9168182,0.26455244931985034,0.86885244,0.4329341552296623
