epoch,accuracy,loss,val_accuracy,val_loss
0,0.43443182,1.5194027902863243,0.60040987,1.1869526026678867
1,0.6396591,1.0285651457851583,0.68237704,0.9422435672556768
2,0.67579544,0.9287911171262915,0.68237704,0.8967501394084243
3,0.71875,0.8365569985996593,0.727459,0.7960880657688516
4,0.7327273,0.7912610266425393,0.7520492,0.7490211002162246
5,0.7428409,0.7684206584095955,0.7489754,0.7505989646325346
6,0.7351136,0.766305611783808,0.75409836,0.7219977354417082
7,0.7457954,0.7400347364490683,0.75512296,0.7286209273533742
8,0.7377273,0.766419380930337,0.72233605,0.8127890976726032
9,0.7542046,0.713638544651595,0.77868855,0.6992237328505907
10,0.7442045,0.7353313260457732,0.7366803,0.7454284287866999
11,0.7105682,0.8211878588524731,0.7336066,0.7861088773266214
12,0.7459091,0.7297953967208212,0.7356557,0.7515154578646676
13,0.74079543,0.757399653440172,0.7479508,0.7510326582877362
14,0.7468182,0.728067839822986,0.76127046,0.7270421043771212
15,0.7381818,0.7494143661585722,0.7602459,0.7227745999078281
16,0.72636366,0.7810998067530719,0.77868855,0.6908699743083266
17,0.75272727,0.7291304095224901,0.727459,0.7789065510523124
18,0.7618182,0.6885788534988057,0.72233605,0.8021741426381909
19,0.7415909,0.7331124733523889,0.76229507,0.7132620217858768
20,0.74897724,0.709822899590839,0.7202869,0.7768385610619529
21,0.6907955,0.8510311598398469,0.6803279,0.8573183158382041
22,0.7419318,0.7294645196199417,0.7479508,0.7020391079246021
23,0.73954546,0.7419801612604748,0.732582,0.743135148384532
24,0.7038636,0.8163623075864532,0.65266395,0.9174538157025321
25,0.71363634,0.8110530424118042,0.6967213,0.7968036849967769
26,0.7311364,0.7482143612883307,0.74692625,0.7316833187322147
27,0.7340909,0.7460373462872072,0.7489754,0.7173325409654712
28,0.7392045,0.7234469392353838,0.75,0.6809498164497438
29,0.7514773,0.7045277389613065,0.7418033,0.7211076749152825
