epoch,accuracy,loss,val_accuracy,val_loss
0,0.5593182,1.22416347888383,0.7807377,0.6997389226663308
1,0.7835227,0.6631986999782649,0.8196721,0.5774673345636149
2,0.82681817,0.5495216830481182,0.8217213,0.5662339109866346
3,0.84386367,0.4894615990736268,0.8586066,0.45235654540726394
4,0.85045457,0.46778464702042666,0.835041,0.47865324613989374
5,0.8555682,0.44984390735626223,0.8647541,0.4369646523331032
6,0.8578409,0.42991030556234444,0.8586066,0.44287550669224535
7,0.86068183,0.4310208822922273,0.8432377,0.4641210585832596
8,0.85977274,0.42050066154111515,0.85655737,0.4158504012911046
9,0.8726136,0.39116855460811745,0.8545082,0.40876805440324254
10,0.86556816,0.39977204196832394,0.86372954,0.4220065967347778
11,0.8790909,0.37432924896478653,0.8596311,0.4231327810004109
12,0.8728409,0.3852140520445325,0.8606557,0.40737742991721043
13,0.87136364,0.3918206833370707,0.8616803,0.42026393262089273
14,0.85670453,0.42874804017896,0.8422131,0.44426542581593403
15,0.86647725,0.3980139314857396,0.8606557,0.4093385414510477
16,0.86965907,0.39576034946197813,0.85553277,0.4159676195045964
17,0.87875,0.36361574338918384,0.86372954,0.38259716991518367
18,0.88113636,0.3563487585904923,0.8760246,0.3743022332181696
19,0.89170456,0.3259078508005901,0.8729508,0.3779391357522519
20,0.89375,0.3212779598479921,0.86372954,0.3987936807460472
21,0.89431816,0.3278053712506186,0.8606557,0.41382047998123483
22,0.88761365,0.34452322463420304,0.8452869,0.4464407569316567
23,0.87534094,0.37219916372136636,0.86987704,0.41789867069389
24,0.87943184,0.3539069790867242,0.8514344,0.42617590627709373
25,0.87511367,0.3731778761609034,0.835041,0.4767781698801478
26,0.87386364,0.37498598356138574,0.83913934,0.47693139974211085
27,0.8747727,0.3614276219972155,0.857582,0.46138155753495264
28,0.87784094,0.35103512815792454,0.8668033,0.43394600209154066
29,0.87863636,0.3522455923462456,0.83811474,0.48158715347774694
