epoch,accuracy,loss,val_accuracy,val_loss
0,0.4144318,1.5210382333126935,0.66290987,0.9757928007938823
1,0.6972727,0.8725550084764307,0.7264344,0.7936056224537678
2,0.75454545,0.7224100575663827,0.8043033,0.6293695886604121
3,0.78125,0.6378274688666518,0.80737704,0.6057406258387644
4,0.7834091,0.6425555318187584,0.8043033,0.610052152735288
5,0.8078409,0.5789680133895441,0.8217213,0.5293403160376627
6,0.81045455,0.5663651212237099,0.8206967,0.5233209418957351
7,0.8146591,0.5595971996404908,0.7971311,0.591205108361166
8,0.79886365,0.5936187528209252,0.8032787,0.5739733364249839
9,0.80965906,0.5525075055794283,0.8145492,0.5756806681146387
10,0.8171591,0.5379799313978716,0.829918,0.5292599135246433
11,0.82931817,0.5126855202561075,0.80840164,0.5686450617723777
12,0.8259091,0.5133886180140755,0.8340164,0.5100704578102612
13,0.8420454,0.4730230331420898,0.8278689,0.4880032163174426
14,0.8248864,0.5079433040998199,0.80635244,0.573950392789528
15,0.8253409,0.5099738315154205,0.835041,0.48280724467801267
16,0.8495455,0.44837539541450416,0.857582,0.42913223094627506
17,0.84886366,0.4440016965974461,0.8288934,0.5002398183111285
18,0.83988637,0.47482563083822077,0.8114754,0.5244708049004195
19,0.8347727,0.4730160907994617,0.8288934,0.4853217137641594
20,0.8406818,0.4699911230802536,0.82377046,0.5104393135817324
21,0.84818184,0.45015142536298797,0.84938526,0.4646166905027921
22,0.8561364,0.4321533923528411,0.8329918,0.4745324868403497
23,0.8396591,0.46255370340564034,0.82377046,0.5000645741820335
24,0.8288636,0.4980239018526944,0.8227459,0.5309982073844456
25,0.83113635,0.48999739468097686,0.8135246,0.5338509131650455
26,0.8381818,0.474839475534179,0.80840164,0.5547160420750008
27,0.83590907,0.4798452017524026,0.83913934,0.49284206294134014
28,0.8394318,0.4620171135934916,0.81659836,0.5228806120938942
29,0.8297727,0.4875235257771882,0.7991803,0.5614658220381034
