epoch,accuracy,loss,val_accuracy,val_loss
0,0.3134091,1.7184666497057135,0.48258197,1.2912397306473529
1,0.57022727,1.1418931538408452,0.63114756,0.9855740441650641
2,0.6456818,0.9678373165022243,0.6731557,0.9184535448668433
3,0.6661364,0.9084341899915175,0.7008197,0.8060123539361798
4,0.68295455,0.8466163262995806,0.7284836,0.760756361924234
5,0.70931816,0.7862294453382492,0.7336066,0.7200745510273292
6,0.72136366,0.7515621841224757,0.72540987,0.7445595525815839
7,0.7368182,0.7160280200026252,0.75409836,0.6577657495365768
8,0.7453409,0.6990760047327388,0.77663934,0.6452536626917417
9,0.7640909,0.6524734471602873,0.77663934,0.6508563859540908
10,0.75545454,0.6697582838752053,0.76844263,0.6503212329794149
11,0.75636363,0.6773212700269439,0.7633197,0.6566193782892383
12,0.7485227,0.6809053160656582,0.7715164,0.6231608975861893
13,0.7543182,0.6798201302777637,0.78688526,0.627165143851374
14,0.7572727,0.6487874585119161,0.75614756,0.677222454889876
15,0.75,0.6651097271388228,0.7571721,0.6505049125092929
16,0.7580682,0.6612204300544479,0.7520492,0.6598228836645845
17,0.76170456,0.6474257422306321,0.7633197,0.6386132389307022
18,0.7640909,0.6409008742191574,0.76844263,0.6142290432433613
19,0.7598864,0.6379885617440397,0.7643443,0.6469633022292716
20,0.7769318,0.6105637627569112,0.7920082,0.5986262159269364
21,0.77079546,0.6147397784753279,0.77766395,0.6055107106927966
22,0.78170455,0.5931155262616548,0.7961066,0.5862328058383504
23,0.7803409,0.5930622889236971,0.7571721,0.6411072409055272
24,0.77488637,0.5961166043715044,0.7510246,0.6435110857252215
25,0.77988636,0.5954329631274397,0.75512296,0.646643479339412
26,0.7909091,0.5719300242987546,0.76844263,0.6084706592755239
27,0.78818184,0.5702246242219752,0.80840164,0.5196443571419013
28,0.7978409,0.5464007798514583,0.7909836,0.5536092908167448
29,0.8067045,0.5203767763484608,0.7971311,0.5523204637355492
